flag;this;depth;left;right;objects;volume
[DBG] ;0x13c3490;10;0x13c3570;0x13c35e0;0;0.00656603
[DBG] ;0x13c3570;11;0x13c3650;0x13c36c0;0;0.00656603
[DBG] ;0x13c3650;12;0x13c3730;0x13c37a0;0;0.00656603
[DBG] ;0x13c3730;13;0x13c3810;0x13c3880;0;0.00656603
[DBG] ;0x13c3810;14;0x13c38f0;0x13c3960;0;0.00656603
[DBG] ;0x13c38f0;15;0;0;17;0.00656603
[DBG] ;0x13c3960;15;0;0;4;0
[DBG] ;0x13c3880;14;0;0;3;0
[DBG] ;0x13c37a0;13;0;0;4;0
[DBG] ;0x13c36c0;12;0;0;4;0
[DBG] ;0x13c35e0;11;0;0;3;0
[DBG] ;0x13c3500;10;0;0;4;0.00888339
[DBG] ;0x13c3420;9;0;0;4;-0.00308983
[DBG] ;0x13c3340;8;0;0;8;0.019455
[DBG] ;0x13c1340;6;0x13c39d0;0x13c3a40;0;1.6346
[DBG] ;0x13c39d0;7;0x13c3d50;0x13c3dc0;0;1.45472
[DBG] ;0x13c3d50;8;0x13c40d0;0x13c4140;0;0.565142
[DBG] ;0x13c40d0;9;0x13c41b0;0x13c4220;0;0.0143677
[DBG] ;0x13c41b0;10;0x13c4290;0x13c4300;0;0.0143677
[DBG] ;0x13c4290;11;0x13c4370;0x13c43e0;0;0.0143677
[DBG] ;0x13c4370;12;0x13c4450;0x13c44c0;0;0.0143677
[DBG] ;0x13c4450;13;0x13c4530;0x13c45a0;0;0.0143677
[DBG] ;0x13c4530;14;0x13c4610;0x13c4680;0;0.0143677
[DBG] ;0x13c4610;15;0;0;12;0.0143677
[DBG] ;0x13c4680;15;0;0;8;0
[DBG] ;0x13c45a0;14;0;0;1;0
[DBG] ;0x13c44c0;13;0;0;0;0
[DBG] ;0x13c43e0;12;0;0;8;0
[DBG] ;0x13c4300;11;0;0;1;0
[DBG] ;0x13c4220;10;0;0;0;0
[DBG] ;0x13c4140;9;0x13c46f0;0x13c4760;0;0.550774
[DBG] ;0x13c46f0;10;0x13c47d0;0x13c4840;0;0.550774
[DBG] ;0x13c47d0;11;0x13c48b0;0x13c4920;0;0.550774
[DBG] ;0x13c48b0;12;0;0;9;0.0622617
[DBG] ;0x13c4920;12;0x13c4990;0x13c4a00;0;0.488512
[DBG] ;0x13c4990;13;0x13c4a70;0x13c4ae0;0;0.485886
[DBG] ;0x13c4a70;14;0x13c4bb0;0x13c4c20;0;0.386909
[DBG] ;0x13c4bb0;15;0;0;9;0.00758598
[DBG] ;0x13c4c20;15;0;0;179;0.379323
[DBG] ;0x13c4ae0;14;0x13c4c90;0x13c4d00;0;0.0989764
[DBG] ;0x13c4c90;15;0;0;4;0.0349329
[DBG] ;0x13c4d00;15;0;0;112;0.0640435
[DBG] ;0x13c4a00;13;0;0;4;0.00262657
[DBG] ;0x13c4840;11;0x13c4d70;0x13c4de0;0;0
[DBG] ;0x13c4d70;12;0;0;4;0
[DBG] ;0x13c4de0;12;0x13c4e50;0x13c4ec0;0;0
[DBG] ;0x13c4e50;13;0x13c4f30;0x13c4fa0;0;0
[DBG] ;0x13c4f30;14;0x13c1d20;0x13adf20;0;0.0640442
[DBG] ;0x13c1d20;15;0;0;6;0.0155259
[DBG] ;0x13adf20;15;0;0;60;0.0485183
[DBG] ;0x13c4fa0;14;0x13aae20;0x13aac20;0;-0.0640442
[DBG] ;0x13aae20;15;0;0;5;-0.0320221
[DBG] ;0x13aac20;15;0;0;15;-0.0320221
[DBG] ;0x13c4ec0;13;0;0;3;0
[DBG] ;0x13c4760;10;0;0;0;0
[DBG] ;0x13c3dc0;8;0x13ac7e0;0x13ad820;0;0.889578
[DBG] ;0x13ac7e0;9;0x13c5dd0;0x13c5e40;0;0.0226159
[DBG] ;0x13c5dd0;10;0x13c5eb0;0x13c5f20;0;0.0226159
[DBG] ;0x13c5eb0;11;0;0;3;0.000266087
[DBG] ;0x13c5f20;11;0x13c5f90;0x13c6000;0;0.0223498
[DBG] ;0x13c5f90;12;0x13c6070;0x13c60e0;0;0.186252
[DBG] ;0x13c6070;13;0x13c6150;0x13c61c0;0;0.186252
[DBG] ;0x13c6150;14;0;0;3;0.0820398
[DBG] ;0x13c61c0;14;0;0;10;0.104212
[DBG] ;0x13c60e0;13;0;0;0;0
[DBG] ;0x13c6000;12;0;0;6;-0.163902
[DBG] ;0x13c5e40;10;0;0;0;0
[DBG] ;0x13ad820;9;0x13c6230;0x13c62a0;0;0.866962
[DBG] ;0x13c6230;10;0x13c6310;0x13c6380;0;0.866962
[DBG] ;0x13c6310;11;0x13c64b0;0x13c6520;0;0.387584
[DBG] ;0x13c64b0;12;0;0;9;0.0741465
[DBG] ;0x13c6520;12;0x13c6930;0x13c69a0;0;0.313437
[DBG] ;0x13c6930;13;0x13c6a10;0x13c6a80;0;0.311752
[DBG] ;0x13c6a10;14;0x13c6af0;0x13c6b60;0;0.254324
[DBG] ;0x13c6af0;15;0;0;16;0.0738362
[DBG] ;0x13c6b60;15;0;0;190;0.180488
[DBG] ;0x13c6a80;14;0x13c7210;0x13c7280;0;0.0574283
[DBG] ;0x13c7210;15;0;0;25;0.0382856
[DBG] ;0x13c7280;15;0;0;36;0.0191428
[DBG] ;0x13c69a0;13;0;0;6;0.00168525
[DBG] ;0x13c6380;11;0x13c72f0;0x13c7360;0;0.479378
[DBG] ;0x13c72f0;12;0x13c73d0;0x13c7440;0;0.350154
[DBG] ;0x13c73d0;13;0x13c74b0;0x13c7520;0;0.116718
[DBG] ;0x13c74b0;14;0;0;9;0.0223502
[DBG] ;0x13c7520;14;0x13c7590;0x13c7600;0;0.094368
[DBG] ;0x13c7590;15;0;0;10;0.0887508
[DBG] ;0x13c7600;15;0;0;4;0.00561721
[DBG] ;0x13c7440;13;0x13c7670;0x13c76e0;0;0.233436
[DBG] ;0x13c7670;14;0x13c7750;0x13c77c0;0;0.0447003
[DBG] ;0x13c7750;15;0;0;14;0.0447003
[DBG] ;0x13c77c0;15;0;0;4;0
[DBG] ;0x13c76e0;14;0x13c7830;0x13c78a0;0;0.188736
[DBG] ;0x13c7830;15;0;0;17;0.177502
[DBG] ;0x13c78a0;15;0;0;4;0.0112344
[DBG] ;0x13c7360;12;0x13c7910;0x13c7980;0;0.129223
[DBG] ;0x13c7910;13;0x13c79f0;0x13c7a60;0;0.0430745
[DBG] ;0x13c79f0;14;0x13c7ad0;0x13c7b40;0;0.00824826
[DBG] ;0x13c7ad0;15;0;0;5;0.00026609
[DBG] ;0x13c7b40;15;0;0;15;0.00798217
[DBG] ;0x13c7a60;14;0;0;10;0.0348262
[DBG] ;0x13c7980;13;0x13c7bb0;0x13c7c20;0;0.0861489
[DBG] ;0x13c7bb0;14;0x13c7c90;0x13c7d00;0;0.0164965
[DBG] ;0x13c7c90;15;0;0;6;0.000532179
[DBG] ;0x13c7d00;15;0;0;19;0.0159643
[DBG] ;0x13c7c20;14;0x13c7d70;0x13c7de0;0;0.0696524
[DBG] ;0x13c7d70;15;0;0;7;0.0359497
[DBG] ;0x13c7de0;15;0;0;11;0.0337027
[DBG] ;0x13c62a0;10;0;0;0;0
[DBG] ;0x13c3a40;7;0;0;0;0.179884
[DBG] ;0x13bc9e0;4;0;0;0;0.369702
