flag;this;depth;left;right;objects;volume
[DBG] ;0x13af4b0;13;0x13af590;0x13af600;0;0.111409
[DBG] ;0x13af590;14;0x13af670;0x13af6e0;0;0.111409
[DBG] ;0x13af670;15;0;0;30;0.111409
[DBG] ;0x13af6e0;15;0;0;11;0
[DBG] ;0x13af600;14;0x13af750;0x13af7c0;0;0
[DBG] ;0x13af750;15;0;0;16;0
[DBG] ;0x13af7c0;15;0;0;12;0
[DBG] ;0x13af520;13;0;0;7;0
[DBG] ;0x13af440;12;0x13af830;0x13af8a0;0;0
[DBG] ;0x13af830;13;0x13af910;0x13af980;0;0
[DBG] ;0x13af910;14;0;0;8;0
[DBG] ;0x13af980;14;0;0;10;0
[DBG] ;0x13af8a0;13;0;0;0;-0
[DBG] ;0x13af360;11;0x13af9f0;0x13afa60;0;0
[DBG] ;0x13af9f0;12;0x13afad0;0x13afb40;0;0
[DBG] ;0x13afad0;13;0x13afbb0;0x13afc20;0;0
[DBG] ;0x13afbb0;14;0x13afc90;0x13afd00;0;0.197918
[DBG] ;0x13afc90;15;0;0;16;0.197918
[DBG] ;0x13afd00;15;0;0;8;0
[DBG] ;0x13afc20;14;0;0;1;-0.197918
[DBG] ;0x13afb40;13;0;0;1;0
[DBG] ;0x13afa60;12;0x13afd70;0x13afde0;0;0
[DBG] ;0x13afd70;13;0x13afe50;0x13afec0;0;0
[DBG] ;0x13afe50;14;0x13aff30;0x13affa0;0;0.0101536
[DBG] ;0x13aff30;15;0;0;12;0.0159556
[DBG] ;0x13affa0;15;0;0;1;-0.00580203
[DBG] ;0x13afec0;14;0;0;0;-0.0101536
[DBG] ;0x13afde0;13;0;0;3;0
[DBG] ;0x13af280;10;0;0;7;0
[DBG] ;0x13af1a0;9;0x13b0010;0x13b0080;0;0
[DBG] ;0x13b0010;10;0x13b00f0;0x13b0160;0;0
[DBG] ;0x13b00f0;11;0;0;8;0
[DBG] ;0x13b0160;11;0;0;10;0
[DBG] ;0x13b0080;10;0;0;0;-0
[DBG] ;0x13af0c0;8;0x13b01d0;0x13b0240;0;0
[DBG] ;0x13b01d0;9;0x13b02b0;0x13b0320;0;0
[DBG] ;0x13b02b0;10;0x13b0390;0x13b0400;0;0
[DBG] ;0x13b0390;11;0x13b0470;0x13b04e0;0;0.197918
[DBG] ;0x13b0470;12;0x13b0550;0x13b05c0;0;0.197918
[DBG] ;0x13b0550;13;0x13b0630;0x13b06a0;0;0.197918
[DBG] ;0x13b0630;14;0x13b0710;0x13b0780;0;0.197918
[DBG] ;0x13b0710;15;0;0;16;0.197918
[DBG] ;0x13b0780;15;0;0;8;0
[DBG] ;0x13b06a0;14;0;0;1;0
[DBG] ;0x13b05c0;13;0;0;1;0
[DBG] ;0x13b04e0;12;0;0;8;0
[DBG] ;0x13b0400;11;0;0;1;-0.197918
[DBG] ;0x13b0320;10;0;0;1;0
[DBG] ;0x13b0240;9;0x13b07f0;0x13b0860;0;0
[DBG] ;0x13b07f0;10;0x13b08d0;0x13b0940;0;0
[DBG] ;0x13b08d0;11;0x13b09b0;0x13b0a20;0;0.0101536
[DBG] ;0x13b09b0;12;0x13b0a90;0x13b0b00;0;0.0159556
[DBG] ;0x13b0a90;13;0x13b0b70;0x13b0be0;0;0.0159556
[DBG] ;0x13b0b70;14;0x13b0c50;0x13b0cc0;0;0.0159556
[DBG] ;0x13b0c50;15;0;0;12;0.0159556
[DBG] ;0x13b0cc0;15;0;0;1;0
[DBG] ;0x13b0be0;14;0;0;0;0
[DBG] ;0x13b0b00;13;0;0;3;0
[DBG] ;0x13b0a20;12;0;0;1;-0.00580203
[DBG] ;0x13b0940;11;0;0;0;-0.0101536
[DBG] ;0x13b0860;10;0;0;3;0
[DBG] ;0x13aefe0;7;0;0;7;0
[DBG] ;0x13aef00;6;0x13b0d30;0x13b0da0;0;0
[DBG] ;0x13b0d30;7;0x13b0e10;0x13b0e80;0;0
[DBG] ;0x13b0e10;8;0;0;8;0
[DBG] ;0x13b0e80;8;0;0;10;0
[DBG] ;0x13b0da0;7;0;0;0;-0
[DBG] ;0x13aee20;5;0x13b0ef0;0x13b0f60;0;0.943256
[DBG] ;0x13b0ef0;6;0x13b0fd0;0x13b1040;0;0.71816
[DBG] ;0x13b0fd0;7;0x13b10b0;0x13b1120;0;0.71816
[DBG] ;0x13b10b0;8;0x13b1190;0x13b1200;0;0.197918
[DBG] ;0x13b1190;9;0x13b1270;0x13b12e0;0;0.197918
[DBG] ;0x13b1270;10;0x13b1350;0x13b13c0;0;0.197918
[DBG] ;0x13b1350;11;0x13b1430;0x13b14a0;0;0.197918
[DBG] ;0x13b1430;12;0x13b1510;0x13b1580;0;0.197918
[DBG] ;0x13b1510;13;0x13b15f0;0x13b1660;0;0.197918
[DBG] ;0x13b15f0;14;0x13b16d0;0x13b1740;0;0.197918
[DBG] ;0x13b16d0;15;0;0;28;0.197918
[DBG] ;0x13b1740;15;0;0;8;0
[DBG] ;0x13b1660;14;0x13b17b0;0x13b1820;0;0
[DBG] ;0x13b17b0;15;0;0;11;0
[DBG] ;0x13b1820;15;0;0;0;0
[DBG] ;0x13b1580;13;0;0;1;0
[DBG] ;0x13b14a0;12;0;0;8;0
[DBG] ;0x13b13c0;11;0x13b1890;0x13b1900;0;0
[DBG] ;0x13b1890;12;0x13b1970;0x13b19e0;0;0
[DBG] ;0x13b1970;13;0x13b1a50;0x13b1ac0;0;0
[DBG] ;0x13b1a50;14;0x13b1b30;0x13b1ba0;0;0.0891347
[DBG] ;0x13b1b30;15;0;0;11;0.0891347
[DBG] ;0x13b1ba0;15;0;0;0;0
[DBG] ;0x13b1ac0;14;0;0;8;-0.0891347
[DBG] ;0x13b19e0;13;0;0;0;-0
[DBG] ;0x13b1900;12;0;0;0;0
[DBG] ;0x13b12e0;10;0;0;1;0
[DBG] ;0x13b1200;9;0;0;8;0
[DBG] ;0x13b1120;8;0x13b1c10;0x13b1c80;0;0.520242
[DBG] ;0x13b1c10;9;0x13b1cf0;0x13b1d60;0;0.520242
[DBG] ;0x13b1cf0;10;0x13b1dd0;0x13b1e40;0;0.546695
[DBG] ;0x13b1dd0;11;0x13b1eb0;0x13b1f20;0;0.0891347
[DBG] ;0x13b1eb0;12;0x13b1f90;0x13b2000;0;0.0891347
[DBG] ;0x13b1f90;13;0x13b2070;0x13b20e0;0;0.0891347
[DBG] ;0x13b2070;14;0x13b2150;0x13b21c0;0;0.0891347
[DBG] ;0x13b2150;15;0;0;19;0.0891347
[DBG] ;0x13b21c0;15;0;0;4;0
[DBG] ;0x13b20e0;14;0x13b2230;0x13b22a0;0;0
[DBG] ;0x13b2230;15;0;0;16;0
[DBG] ;0x13b22a0;15;0;0;3;-0
[DBG] ;0x13b2000;13;0;0;2;0
[DBG] ;0x13b1f20;12;0;0;4;0
[DBG] ;0x13b1e40;11;0x13b2310;0x13b2380;0;0.457561
[DBG] ;0x13b2310;12;0x13b23f0;0x13b2460;0;0.539512
[DBG] ;0x13b23f0;13;0x13b24d0;0x13b2540;0;0.551114
[DBG] ;0x13b24d0;14;0x13b25b0;0x13b2620;0;0.0214724
[DBG] ;0x13b25b0;15;0;0;16;0.0214724
[DBG] ;0x13b2620;15;0;0;3;0
[DBG] ;0x13b2540;14;0x13b2690;0x13b2700;0;0.529642
[DBG] ;0x13b2690;15;0;0;17;0.261468
[DBG] ;0x13b2700;15;0;0;20;0.268173
[DBG] ;0x13b2460;13;0;0;0;-0.0116024
[DBG] ;0x13b2380;12;0x13b2770;0x13b27e0;0;-0.0819512
[DBG] ;0x13b2770;13;0x13b2850;0x13b28c0;0;-0.0837136
[DBG] ;0x13b2850;14;0;0;3;-0.00326164
[DBG] ;0x13b28c0;14;0x13b2930;0x13b29a0;0;-0.080452
[DBG] ;0x13b2930;15;0;0;12;0.100565
[DBG] ;0x13b29a0;15;0;0;6;-0.181016
[DBG] ;0x13b27e0;13;0;0;0;0.00176239
[DBG] ;0x13b1d60;10;0;0;2;-0.0264532
[DBG] ;0x13b1c80;9;0x13b2a10;0x13b2a80;0;0
[DBG] ;0x13b2a10;10;0x13b2af0;0x13b2b60;0;0
[DBG] ;0x13b2af0;11;0;0;4;0
[DBG] ;0x13b2b60;11;0x13b2bd0;0x13b2c40;0;0
[DBG] ;0x13b2bd0;12;0x13b2cb0;0x13b2d20;0;0.181016
[DBG] ;0x13b2cb0;13;0x13b2d90;0x13b2e00;0;0.172442
[DBG] ;0x13b2d90;14;0;0;4;0.0629182
[DBG] ;0x13b2e00;14;0;0;10;0.109524
[DBG] ;0x13b2d20;13;0;0;0;0.00857452
[DBG] ;0x13b2c40;12;0;0;6;-0.181016
[DBG] ;0x13b2a80;10;0;0;0;-0
[DBG] ;0x13b1040;7;0;0;8;0
[DBG] ;0x13b0f60;6;0x13b2e70;0x13b2ee0;0;0.225096
[DBG] ;0x13b2e70;7;0x13b2f50;0x13b2fc0;0;0.241628
[DBG] ;0x13b2f50;8;0x13b3030;0x13b30a0;0;0.100837
[DBG] ;0x13b3030;9;0x13b3110;0x13b3180;0;0.0576209
[DBG] ;0x13b3110;10;0x13b31f0;0x13b3260;0;0.0576209
[DBG] ;0x13b31f0;11;0x13b32d0;0x13b3340;0;0.0576209
[DBG] ;0x13b32d0;12;0x13b33b0;0x13b3420;0;0.0576209
[DBG] ;0x13b33b0;13;0x13b3490;0x13b3500;0;0.0576209
[DBG] ;0x13b3490;14;0x13b3570;0x13b35e0;0;0.0576209
[DBG] ;0x13b3570;15;0;0;23;0.0576209
[DBG] ;0x13b35e0;15;0;0;14;0
[DBG] ;0x13b3500;14;0;0;2;0
[DBG] ;0x13b3420;13;0;0;0;0
[DBG] ;0x13b3340;12;0x13b3650;0x13b36c0;0;0
[DBG] ;0x13b3650;13;0x13b3730;0x13b37a0;0;0
[DBG] ;0x13b3730;14;0x13b3810;0x13b3880;0;0
[DBG] ;0x13b3810;15;0;0;14;0.019207
[DBG] ;0x13b3880;15;0;0;11;-0.019207
[DBG] ;0x13b37a0;14;0;0;2;0
[DBG] ;0x13b36c0;13;0;0;0;0
[DBG] ;0x13b3260;11;0;0;2;0
[DBG] ;0x13b3180;10;0;0;0;0
[DBG] ;0x13b30a0;9;0x13b38f0;0x13b3960;0;0.043216
[DBG] ;0x13b38f0;10;0x13b39d0;0x13b3a40;0;0.043216
[DBG] ;0x13b39d0;11;0x13b3ab0;0x13b3b20;0;0.043216
[DBG] ;0x13b3ab0;12;0x13b3b90;0x13b3c00;0;0.019207
[DBG] ;0x13b3b90;13;0x13b3c70;0x13b3ce0;0;0.019207
[DBG] ;0x13b3c70;14;0x13b3d50;0x13b3dc0;0;0.019207
[DBG] ;0x13b3d50;15;0;0;15;0.019207
[DBG] ;0x13b3dc0;15;0;0;12;0
[DBG] ;0x13b3ce0;14;0;0;2;0
[DBG] ;0x13b3c00;13;0;0;0;0
[DBG] ;0x13b3b20;12;0x13b3e30;0x13b3ea0;0;0.024009
[DBG] ;0x13b3e30;13;0x13b3f10;0x13b3f80;0;0.0213554
[DBG] ;0x13b3f10;14;0;0;10;0.00241754
[DBG] ;0x13b3f80;14;0;0;5;0.0189379
[DBG] ;0x13b3ea0;13;0;0;10;0.00265364
[DBG] ;0x13b3a40;11;0;0;2;0
[DBG] ;0x13b3960;10;0;0;0;0
[DBG] ;0x13b2fc0;8;0x13b3ff0;0x13b4060;0;0.140791
[DBG] ;0x13b3ff0;9;0x13b40d0;0x13b4140;0;0.181016
[DBG] ;0x13b40d0;10;0x13b41b0;0x13b4220;0;0.172442
[DBG] ;0x13b41b0;11;0;0;4;0.0629182
[DBG] ;0x13b4220;11;0x13b4290;0x13b4300;0;0.109524
[DBG] ;0x13b4290;12;0x13b4370;0x13b43e0;0;0.198766
[DBG] ;0x13b4370;13;0;0;3;0.0197668
[DBG] ;0x13b43e0;13;0;0;10;0.178999
[DBG] ;0x13b4300;12;0;0;0;-0.0892424
[DBG] ;0x13b4140;10;0;0;0;0.00857452
[DBG] ;0x13b4060;9;0;0;9;-0.0402251
[DBG] ;0x13b2ee0;7;0;0;0;-0.0165325
[DBG] ;0x13aed40;4;0x13b4450;0x13b44c0;0;0.440934
[DBG] ;0x13b4450;5;0x13b4db0;0x13b4e20;0;0.201836
[DBG] ;0x13b4db0;6;0x13b5070;0x13b50e0;0;0.15367
[DBG] ;0x13b5070;7;0x13b5150;0x13b51c0;0;0.0186897
[DBG] ;0x13b5150;8;0x13b5230;0x13b52a0;0;0.0186897
[DBG] ;0x13b5230;9;0x13b5310;0x13b5380;0;0.0186897
[DBG] ;0x13b5310;10;0x13b53f0;0x13b5460;0;0.0186897
[DBG] ;0x13b53f0;11;0x13b54d0;0x13b5540;0;0.0186897
[DBG] ;0x13b54d0;12;0x13b55b0;0x13b5620;0;0.0186897
[DBG] ;0x13b55b0;13;0x13b5690;0x13b5700;0;0.0186897
[DBG] ;0x13b5690;14;0x13b5770;0x13b57e0;0;0.0186897
[DBG] ;0x13b5770;15;0;0;13;0.0186897
[DBG] ;0x13b57e0;15;0;0;8;0
[DBG] ;0x13b5700;14;0;0;7;0
[DBG] ;0x13b5620;13;0;0;9;0
[DBG] ;0x13b5540;12;0;0;8;0
[DBG] ;0x13b5460;11;0;0;7;0
[DBG] ;0x13b5380;10;0;0;9;0
[DBG] ;0x13b52a0;9;0;0;8;0
[DBG] ;0x13b51c0;8;0;0;7;0
[DBG] ;0x13b50e0;7;0x13b5850;0x13b58c0;0;0.134981
[DBG] ;0x13b5850;8;0x13b5dd0;0x13b5e40;0;0.141211
[DBG] ;0x13b5dd0;9;0x13b6150;0x13b61c0;0;0.166502
[DBG] ;0x13b6150;10;0x13b6230;0x13b62a0;0;0.0102463
[DBG] ;0x13b6230;11;0x13b6310;0x13b6380;0;0.0102463
[DBG] ;0x13b6310;12;0x13b63f0;0x13b6460;0;0.0102463
[DBG] ;0x13b63f0;13;0x13b64d0;0x13b6540;0;0.0102463
[DBG] ;0x13b64d0;14;0x13b65b0;0x13b6620;0;0.0102463
[DBG] ;0x13b65b0;15;0;0;13;0.0102463
[DBG] ;0x13b6620;15;0;0;4;0
[DBG] ;0x13b6540;14;0;0;2;0
[DBG] ;0x13b6460;13;0x13b6690;0x13b6700;0;0
[DBG] ;0x13b6690;14;0x13b6770;0x13b67e0;0;0
[DBG] ;0x13b6770;15;0;0;11;0
[DBG] ;0x13b67e0;15;0;0;8;0
[DBG] ;0x13b6700;14;0;0;0;-0
[DBG] ;0x13b6380;12;0;0;4;0
[DBG] ;0x13b62a0;11;0;0;2;0
[DBG] ;0x13b61c0;10;0x13b6850;0x13b68c0;0;0.156256
[DBG] ;0x13b6850;11;0x13b6d90;0x13b6e00;0;0.174639
[DBG] ;0x13b6d90;12;0;0;7;0.0994777
[DBG] ;0x13b6e00;12;0x13b6fd0;0x13b7040;0;0.0751611
[DBG] ;0x13b6fd0;13;0x13b70b0;0x13b7120;0;0.0665359
[DBG] ;0x13b70b0;14;0x13b71b0;0x13b7220;0;0.0630341
[DBG] ;0x13b71b0;15;0;0;15;0.00370789
[DBG] ;0x13b7220;15;0;0;61;0.0593262
[DBG] ;0x13b7120;14;0;0;5;0.00350189
[DBG] ;0x13b7040;13;0;0;7;0.00862511
[DBG] ;0x13b68c0;11;0;0;4;-0.018383
[DBG] ;0x13b5e40;9;0;0;4;-0.0252915
[DBG] ;0x13b58c0;8;0x13b7450;0x13b74c0;0;-0.00623001
[DBG] ;0x13b7450;9;0;0;4;-0.00418433
[DBG] ;0x13b74c0;9;0x13b7530;0x13b75a0;0;-0.00204568
[DBG] ;0x13b7530;10;0x13b7610;0x13b7680;0;-0.00182537
[DBG] ;0x13b7610;11;0x13b76f0;0x13b7760;0;0.00243378
[DBG] ;0x13b76f0;12;0;0;5;0.000221252
[DBG] ;0x13b7760;12;0x13b77d0;0x13b7840;0;0.00221252
[DBG] ;0x13b77d0;13;0;0;5;0.000801089
[DBG] ;0x13b7840;13;0;0;9;0.00141144
[DBG] ;0x13b7680;11;0;0;5;-0.00425915
[DBG] ;0x13b75a0;10;0;0;3;-0.000220305
[DBG] ;0x13b4e20;6;0x13b78b0;0x13b7920;0;0.0481655
[DBG] ;0x13b78b0;7;0x13b7dd0;0x13b7e40;0;0.00846153
[DBG] ;0x13b7dd0;8;0x13b7eb0;0x13b7f20;0;0.00885207
[DBG] ;0x13b7eb0;9;0x13b7f90;0x13b8000;0;0.00505831
[DBG] ;0x13b7f90;10;0x13b8170;0x13b81e0;0;0.00505831
[DBG] ;0x13b8170;11;0x13b8250;0x13b82c0;0;0.00505831
[DBG] ;0x13b8250;12;0x13b8530;0x13b85a0;0;0.00505831
[DBG] ;0x13b8530;13;0x13b8890;0x13b8900;0;0.00505831
[DBG] ;0x13b8890;14;0x13b8970;0x13b89e0;0;0.00505831
[DBG] ;0x13b8970;15;0;0;42;0.00505831
[DBG] ;0x13b89e0;15;0;0;21;0
[DBG] ;0x13b8900;14;0;0;2;0
[DBG] ;0x13b85a0;13;0x13b8c50;0x13b8cc0;0;0
[DBG] ;0x13b8c50;14;0;0;2;0
[DBG] ;0x13b8cc0;14;0x13b8d30;0x13b8da0;0;0
[DBG] ;0x13b8d30;15;0;0;11;0
[DBG] ;0x13b8da0;15;0;0;7;0
[DBG] ;0x13b82c0;12;0x13b8e10;0x13b8e80;0;0
[DBG] ;0x13b8e10;13;0x13b8ef0;0x13b8f60;0;0
[DBG] ;0x13b8ef0;14;0x13b8fd0;0x13b9040;0;0
[DBG] ;0x13b8fd0;15;0;0;21;0.0016861
[DBG] ;0x13b9040;15;0;0;13;-0.0016861
[DBG] ;0x13b8f60;14;0;0;2;0
[DBG] ;0x13b8e80;13;0;0;8;0
[DBG] ;0x13b81e0;11;0;0;2;0
[DBG] ;0x13b8000;10;0x13b9210;0x13b9280;0;0
[DBG] ;0x13b9210;11;0;0;2;0
[DBG] ;0x13b9280;11;0x13b92f0;0x13b9360;0;0
[DBG] ;0x13b92f0;12;0x13b93d0;0x13b9440;0;0
[DBG] ;0x13b93d0;13;0x13b94b0;0x13b9520;0;0.0049591
[DBG] ;0x13b94b0;14;0;0;10;0.00160217
[DBG] ;0x13b9520;14;0;0;2;0.00335693
[DBG] ;0x13b9440;13;0;0;0;-0.0049591
[DBG] ;0x13b9360;12;0;0;7;0
[DBG] ;0x13b7f20;9;0x13b9590;0x13b9600;0;0.00379376
[DBG] ;0x13b9590;10;0x13b99d0;0x13b9a40;0;0.00379376
[DBG] ;0x13b99d0;11;0x13b9ab0;0x13b9b20;0;0.00379376
[DBG] ;0x13b9ab0;12;0x13b9db0;0x13b9e20;0;0.0016861
[DBG] ;0x13b9db0;13;0x13b9f70;0x13b9fe0;0;0.0016861
[DBG] ;0x13b9f70;14;0x13ba050;0x13ba0c0;0;0.0016861
[DBG] ;0x13ba050;15;0;0;26;0.0016861
[DBG] ;0x13ba0c0;15;0;0;16;0
[DBG] ;0x13b9fe0;14;0;0;2;0
[DBG] ;0x13b9e20;13;0;0;10;0
[DBG] ;0x13b9b20;12;0x13ba370;0x13ba3e0;0;0.00210766
[DBG] ;0x13ba370;13;0x13ba470;0x13ba4e0;0;0.00518806
[DBG] ;0x13ba470;14;0;0;3;0.00022889
[DBG] ;0x13ba4e0;14;0x13ba550;0x13ba5c0;0;0.00495917
[DBG] ;0x13ba550;15;0;0;18;0.0198364
[DBG] ;0x13ba5c0;15;0;0;0;-0.0148772
[DBG] ;0x13ba3e0;13;0;0;0;-0.0030804
[DBG] ;0x13b9a40;11;0;0;3;0
[DBG] ;0x13b9600;10;0;0;10;0
[DBG] ;0x13b7e40;8;0;0;3;-0.000390541
[DBG] ;0x13b7920;7;0x13ba670;0x13ba6e0;0;0.039704
[DBG] ;0x13ba670;8;0;0;2;0.00183253
[DBG] ;0x13ba6e0;8;0x13ba7d0;0x13ba840;0;0.0378714
[DBG] ;0x13ba7d0;9;0x13baa50;0x13baac0;0;0.0144272
[DBG] ;0x13baa50;10;0x13babf0;0x13bac60;0;0.00473021
[DBG] ;0x13babf0;11;0x13bacd0;0x13bad40;0;0.00160217
[DBG] ;0x13bacd0;12;0x13badb0;0x13bae20;0;0.00160217
[DBG] ;0x13badb0;13;0x13bae90;0x13baf00;0;0.00160217
[DBG] ;0x13bae90;14;0x13baf70;0x13bafe0;0;0.00160217
[DBG] ;0x13baf70;15;0;0;13;0.00160217
[DBG] ;0x13bafe0;15;0;0;6;0
[DBG] ;0x13baf00;14;0;0;3;0
[DBG] ;0x13bae20;13;0;0;3;0
[DBG] ;0x13bad40;12;0;0;6;0
[DBG] ;0x13bac60;11;0x13bb050;0x13bb0c0;0;0.00312805
[DBG] ;0x13bb050;12;0x13bb230;0x13bb2a0;0;0.000391031
[DBG] ;0x13bb230;13;0;0;8;0.000175965
[DBG] ;0x13bb2a0;13;0;0;8;0.000215066
[DBG] ;0x13bb0c0;12;0x13bb310;0x13bb380;0;0.00273702
[DBG] ;0x13bb310;13;0;0;10;0.00232647
[DBG] ;0x13bb380;13;0;0;4;0.000410544
[DBG] ;0x13baac0;10;0;0;5;0.00969695
[DBG] ;0x13ba840;9;0x13bb410;0x13bb480;0;0.0234443
[DBG] ;0x13bb410;10;0x13bb5d0;0x13bb640;0;0.00768664
[DBG] ;0x13bb5d0;11;0;0;6;0.00161171
[DBG] ;0x13bb640;11;0;0;7;0.00607493
[DBG] ;0x13bb480;10;0;0;0;0.0157576
[DBG] ;0x13b44c0;5;0x13bb6b0;0x13bb720;0;0.239098
[DBG] ;0x13bb6b0;6;0x13bbb30;0x13bbba0;0;0.214645
[DBG] ;0x13bbb30;7;0;0;10;0.037708
[DBG] ;0x13bbba0;7;0x13bbc10;0x13bbc80;0;0.176937
[DBG] ;0x13bbc10;8;0x13bbd10;0x13bbd80;0;0.0252768
[DBG] ;0x13bbd10;9;0;0;5;0.0143982
[DBG] ;0x13bbd80;9;0x13bbe30;0x13bbea0;0;0.0108786
[DBG] ;0x13bbe30;10;0x13bbf10;0x13bbf80;0;0.00963026
[DBG] ;0x13bbf10;11;0x13bc170;0x13bc1e0;0;0.00612837
[DBG] ;0x13bc170;12;0;0;5;0.000360492
[DBG] ;0x13bc1e0;12;0x13bc250;0x13bc2c0;0;0.00576788
[DBG] ;0x13bc250;13;0x13bc330;0x13bc3a0;0;0.00181582
[DBG] ;0x13bc330;14;0x13bc410;0x13bc480;0;0.00181582
[DBG] ;0x13bc410;15;0;0;8;0.00113489
[DBG] ;0x13bc480;15;0;0;9;0.000680932
[DBG] ;0x13bc3a0;14;0;0;4;0
[DBG] ;0x13bc2c0;13;0;0;10;0.00395206
[DBG] ;0x13bbf80;11;0x13bc4f0;0x13bc560;0;0.00350189
[DBG] ;0x13bc4f0;12;0;0;4;0.000205994
[DBG] ;0x13bc560;12;0;0;10;0.0032959
[DBG] ;0x13bbea0;10;0;0;3;0.00124838
[DBG] ;0x13bbc80;8;0x13bc630;0x13bc6a0;0;0.15166
[DBG] ;0x13bc630;9;0x13bc790;0x13bc800;0;0.15166
[DBG] ;0x13bc790;10;0;0;4;0.042266
[DBG] ;0x13bc800;10;0;0;8;0.109394
[DBG] ;0x13bc6a0;9;0;0;2;0
[DBG] ;0x13bb720;6;0x13bc890;0x13bc900;0;0.0244534
[DBG] ;0x13bc890;7;0;0;8;0.00429588
[DBG] ;0x13bc900;7;0;0;4;0.0201575
[DBG] ;0x13a9d60;3;0x13bc970;0x13bc9e0;0;2.2094
[DBG] ;0x13bc970;4;0x13c0410;0x13c0480;0;1.8397
[DBG] ;0x13c0410;5;0x13c0770;0x13c07e0;0;0.0388678
[DBG] ;0x13c0770;6;0;0;9;0.0014949
[DBG] ;0x13c07e0;6;0x13c0850;0x13c08c0;0;0.0373729
[DBG] ;0x13c0850;7;0x13c0930;0x13c09a0;0;0.030399
[DBG] ;0x13c0930;8;0x13c0a10;0x13c0a80;0;0.131726
[DBG] ;0x13c0a10;9;0;0;5;0.0263451
[DBG] ;0x13c0a80;9;0x13c0af0;0x13c0b60;0;0.10538
[DBG] ;0x13c0af0;10;0x13c0bd0;0x13c0c40;0;0.0309943
[DBG] ;0x13c0bd0;11;0x13c0cb0;0x13c0d20;0;0.00953674
[DBG] ;0x13c0cb0;12;0;0;9;0.00524521
[DBG] ;0x13c0d20;12;0;0;7;0.00429153
[DBG] ;0x13c0c40;11;0;0;8;0.0214575
[DBG] ;0x13c0b60;10;0x13c0d90;0x13c0e00;0;0.0743862
[DBG] ;0x13c0d90;11;0x13c0e70;0x13c0ee0;0;0.0228882
[DBG] ;0x13c0e70;12;0;0;9;0.0125885
[DBG] ;0x13c0ee0;12;0x13c0f50;0x13c0fc0;0;0.0102997
[DBG] ;0x13c0f50;13;0x13c1030;0x13c10a0;0;0.00703811
[DBG] ;0x13c1030;14;0x13c1110;0x13c1180;0;0.00703811
[DBG] ;0x13c1110;15;0;0;4;0.00125122
[DBG] ;0x13c1180;15;0;0;12;0.00578689
[DBG] ;0x13c10a0;14;0;0;6;0
[DBG] ;0x13c0fc0;13;0;0;3;0.00326156
[DBG] ;0x13c0e00;11;0x13c11f0;0x13c1260;0;0.051498
[DBG] ;0x13c11f0;12;0;0;3;0.0226591
[DBG] ;0x13c1260;12;0;0;9;0.0288389
[DBG] ;0x13c09a0;8;0;0;10;-0.101327
[DBG] ;0x13c08c0;7;0;0;0;0.00697388
[DBG] ;0x13c0480;5;0x13c12d0;0x13c1340;0;1.80083
[DBG] ;0x13c12d0;6;0x13c24d0;0x13c2540;0;0.166231
[DBG] ;0x13c24d0;7;0x13c25b0;0x13c2620;0;0.134416
[DBG] ;0x13c25b0;8;0x13c2690;0x13c2700;0;0.0174063
[DBG] ;0x13c2690;9;0x13c2770;0x13c27e0;0;0.0174063
[DBG] ;0x13c2770;10;0x13c2850;0x13c28c0;0;0.0174063
[DBG] ;0x13c2850;11;0x13c2930;0x13c29a0;0;0.0174063
[DBG] ;0x13c2930;12;0x13c2a10;0x13c2a80;0;0.0174063
[DBG] ;0x13c2a10;13;0x13c2af0;0x13c2b60;0;0.0174063
[DBG] ;0x13c2af0;14;0x13c2bd0;0x13c2c40;0;0.0174063
[DBG] ;0x13c2bd0;15;0;0;11;0.0174063
[DBG] ;0x13c2c40;15;0;0;7;0
[DBG] ;0x13c2b60;14;0;0;1;0
[DBG] ;0x13c2a80;13;0;0;8;0
[DBG] ;0x13c29a0;12;0;0;7;0
[DBG] ;0x13c28c0;11;0;0;1;0
[DBG] ;0x13c27e0;10;0;0;8;0
[DBG] ;0x13c2700;9;0;0;7;0
[DBG] ;0x13c2620;8;0x13c2cb0;0x13c2d20;0;0.11701
[DBG] ;0x13c2cb0;9;0x13c2d90;0x13c2e00;0;0.146262
[DBG] ;0x13c2d90;10;0x13c2e70;0x13c2ee0;0;0.160975
[DBG] ;0x13c2e70;11;0;0;2;0.0478933
[DBG] ;0x13c2ee0;11;0x13c2f50;0x13c2fc0;0;0.113082
[DBG] ;0x13c2f50;12;0x13c3030;0x13c30a0;0;0.211086
[DBG] ;0x13c3030;13;0;0;2;0.0204277
[DBG] ;0x13c30a0;13;0x13c3110;0x13c3180;0;0.190659
[DBG] ;0x13c3110;14;0x13c31f0;0x13c3260;0;0.174958
[DBG] ;0x13c31f0;15;0;0;11;0.174958
[DBG] ;0x13c3260;15;0;0;3;0
[DBG] ;0x13c3180;14;0;0;6;0.0157012
[DBG] ;0x13c2fc0;12;0;0;3;-0.0980049
[DBG] ;0x13c2e00;10;0;0;0;-0.0147128
[DBG] ;0x13c2d20;9;0;0;6;-0.0292519
[DBG] ;0x13c2540;7;0x13c32d0;0x13c3340;0;0.0318146
[DBG] ;0x13c32d0;8;0x13c33b0;0x13c3420;0;0.0123596
[DBG] ;0x13c33b0;9;0x13c3490;0x13c3500;0;0.0154494
